dp_0,dp_1
0.38782631684761393,0.6121736831523861
0.19165148200302326,0.8083485179969767
0.3394338157167609,0.6605661842832391
0.409285042379017,0.5907149576209829
0.6160573215795504,0.38394267842044955
0.5062609322496956,0.49373906775030435
0.4884930986337742,0.5115069013662257
0.7956210157826908,0.20437898421730902
0.6657384543568051,0.3342615456431948
0.26481960429180856,0.7351803957081914
0.08186610985269083,0.9181338901473092
0.2633177474252679,0.7366822525747321
0.3629540942535615,0.6370459057464386
0.6028144314786812,0.39718556852131875
0.1856803994560386,0.8143196005439614
0.4812970173285142,0.5187029826714858
0.3122648896640822,0.6877351103359177
0.560846498419504,0.439153501580496
0.4671894481141931,0.5328105518858068
0.4598746221884248,0.5401253778115752
0.39085618824519086,0.6091438117548091
0.7297503198628293,0.2702496801371706
0.5580281452422378,0.44197185475776235
0.16333598385677453,0.8366640161432254
0.559748182177106,0.4402518178228939
0.4308019041004727,0.5691980958995273
0.4147169843216467,0.5852830156783533
0.33206931969052794,0.667930680309472
0.46374499795137347,0.5362550020486266
0.2567494246827895,0.7432505753172105
0.4341339915541179,0.5658660084458821
0.6115944548149375,0.38840554518506243
0.22568984356871513,0.7743101564312849
0.3134127866299288,0.6865872133700712
0.5420489204811502,0.4579510795188497
0.5888650360421105,0.4111349639578894
0.28846892995509815,0.7115310700449019
0.4175628962437588,0.5824371037562414
0.366489286552528,0.633510713447472
0.6004850794661478,0.3995149205338522
0.4177370871466961,0.582262912853304
0.3558567923964543,0.6441432076035456
0.6411612445686086,0.35883875543139143
0.6478849899714733,0.3521150100285267
0.29144700324844913,0.7085529967515509
0.5459648184526817,0.4540351815473183
0.8354623478927916,0.1645376521072084
0.6119072477711921,0.3880927522288079
0.45955042417785497,0.540449575822145
0.7361633749069867,0.2638366250930132
0.5676411304675798,0.43235886953242025
0.5861641604641235,0.4138358395358766
0.4321937096555328,0.5678062903444673
0.49511337344403267,0.5048866265559674
0.4393305923909188,0.5606694076090812
0.12747131211072615,0.8725286878892738
0.15618794851285583,0.8438120514871442
0.38212861980921936,0.6178713801907806
0.4713114567502118,0.5286885432497883
0.28171224480103507,0.7182877551989649
0.31955581118703635,0.6804441888129636
0.36082039989533504,0.6391796001046649
0.4092222630898916,0.5907777369101084
0.7485336771790682,0.251466322820932
0.19033082369001278,0.8096691763099871
0.524901372558883,0.4750986274411169
0.7370226005631639,0.26297739943683596
0.35692349011677593,0.6430765098832242
0.7131206048620964,0.28687939513790367
0.41703353014575284,0.582966469854247
0.18987014220447523,0.8101298577955248
0.49023059845742156,0.5097694015425783
0.3557693879169532,0.6442306120830468
0.6582927178706911,0.3417072821293088
0.3891740503444861,0.610825949655514
0.6626988389327285,0.33730116106727137
0.5327189458236333,0.46728105417636684
0.14560270330954417,0.8543972966904557
0.5236315584431123,0.4763684415568876
0.6049934727179728,0.3950065272820272
0.4625057004354037,0.5374942995645964
0.38236027235923936,0.6176397276407606
0.5134729437435895,0.48652705625641063
0.4942528688856347,0.5057471311143653
0.49331795888876945,0.5066820411112306
0.28817024577759626,0.7118297542224037
0.7242950938166554,0.27570490618334464
0.3851066157673701,0.61489338423263
0.6597217897800477,0.3402782102199524
0.32170205784207584,0.6782979421579242
0.4245367529198382,0.5754632470801617
0.4876130313929388,0.5123869686070612
0.4796368054300827,0.5203631945699173
0.7868735090226796,0.2131264909773204
0.41923470404823576,0.5807652959517643
0.21766994332411496,0.7823300566758851
0.482730336816119,0.517269663183881
0.6547598285103859,0.34524017148961417
0.6108650145227525,0.3891349854772474
0.4505497955371337,0.5494502044628663
0.48796148969060155,0.5120385103093985
0.4223933029976756,0.5776066970023245
0.45415267880720794,0.5458473211927921
0.7254569118326856,0.27454308816731443
0.5254739724975482,0.4745260275024517
0.5641749202666585,0.4358250797333415
0.34960835994204803,0.650391640057952
0.37591170743786123,0.6240882925621387
0.4678320622497249,0.532167937750275
0.468652449377501,0.5313475506224989
0.421982940034169,0.578017059965831
0.7873362545827483,0.21266374541725164
0.7580330574172692,0.24196694258273083
0.6615418730377659,0.338458126962234
0.5799749722410289,0.42002502775897105
0.5634810606512962,0.43651893934870367
0.3872221229690523,0.6127778770309477
0.4661999023217206,0.5338000976782793
0.12818639473680313,0.8718136052631968
0.4178753587721413,0.5821246412278587
0.47597216243511753,0.5240278375648825
0.34489274104040585,0.6551072589595941
0.28692329584991005,0.71307670415009
0.5272049545441013,0.4727950454558987
0.5327988289738782,0.4672011710261218
0.5219428069493569,0.47805719305064315
0.721367571722056,0.27863242827794393
0.72615848659078,0.27384151340921997
0.800992389559026,0.1990076104409741
0.8465253883629948,0.15347461163700513
0.6514213391161661,0.348578660883834
0.5830209318510204,0.41697906814897956
0.27442125084739677,0.7255787491526032
0.26101179155135024,0.7389882084486499
0.5110949561814018,0.48890504381859834
0.5716559597112983,0.42834404028870166
0.2460734080816845,0.7539265919183155
0.4871846741997325,0.5128153258002675
0.32842072802303646,0.6715792719769634
0.8137334751909613,0.18626652480903863
0.5471574309274759,0.45284256907252407
0.4558742815601481,0.5441257184398519
0.4381808867949539,0.5618191132050462
0.6449358896007332,0.3550641103992667
0.40234569457545605,0.597654305424544
0.4283351795464845,0.5716648204535155
0.44344569517385785,0.5565543048261422
0.4997520611693537,0.5002479388306462
0.28167739116906904,0.718322608830931
